    | Name                                                  | Type             | Params
50  | model.encoder.SwanDNA_blocks.4.column_transform.fc2   | Linear           | 37.0 K
51  | model.encoder.SwanDNA_blocks.4.column_transform.drop  | Dropout          | 0
52  | model.encoder.SwanDNA_blocks.4.dropout                | Dropout          | 0
53  | model.encoder.SwanDNA_blocks.4.shift                  | CircularShift    | 0
54  | model.encoder.SwanDNA_blocks.5                        | SwanDNABlock     | 74.1 K
55  | model.encoder.SwanDNA_blocks.5.prenorm                | Identity         | 0
56  | model.encoder.SwanDNA_blocks.5.norm                   | Identity         | 0
57  | model.encoder.SwanDNA_blocks.5.column_transform       | Mlp              | 74.1 K
58  | model.encoder.SwanDNA_blocks.5.column_transform.fc1   | Linear           | 37.1 K
59  | model.encoder.SwanDNA_blocks.5.column_transform.act   | GELU             | 0
60  | model.encoder.SwanDNA_blocks.5.column_transform.fc2   | Linear           | 37.0 K
61  | model.encoder.SwanDNA_blocks.5.column_transform.drop  | Dropout          | 0
62  | model.encoder.SwanDNA_blocks.5.dropout                | Dropout          | 0
63  | model.encoder.SwanDNA_blocks.5.shift                  | CircularShift    | 0
64  | model.encoder.SwanDNA_blocks.6                        | SwanDNABlock     | 74.1 K
65  | model.encoder.SwanDNA_blocks.6.prenorm                | Identity         | 0
66  | model.encoder.SwanDNA_blocks.6.norm                   | Identity         | 0
67  | model.encoder.SwanDNA_blocks.6.column_transform       | Mlp              | 74.1 K
68  | model.encoder.SwanDNA_blocks.6.column_transform.fc1   | Linear           | 37.1 K
69  | model.encoder.SwanDNA_blocks.6.column_transform.act   | GELU             | 0
70  | model.encoder.SwanDNA_blocks.6.column_transform.fc2   | Linear           | 37.0 K
71  | model.encoder.SwanDNA_blocks.6.column_transform.drop  | Dropout          | 0
72  | model.encoder.SwanDNA_blocks.6.dropout                | Dropout          | 0
73  | model.encoder.SwanDNA_blocks.6.shift                  | CircularShift    | 0
74  | model.encoder.SwanDNA_blocks.7                        | SwanDNABlock     | 74.1 K
75  | model.encoder.SwanDNA_blocks.7.prenorm                | Identity         | 0
76  | model.encoder.SwanDNA_blocks.7.norm                   | Identity         | 0
77  | model.encoder.SwanDNA_blocks.7.column_transform       | Mlp              | 74.1 K
78  | model.encoder.SwanDNA_blocks.7.column_transform.fc1   | Linear           | 37.1 K
79  | model.encoder.SwanDNA_blocks.7.column_transform.act   | GELU             | 0
80  | model.encoder.SwanDNA_blocks.7.column_transform.fc2   | Linear           | 37.0 K
81  | model.encoder.SwanDNA_blocks.7.column_transform.drop  | Dropout          | 0
82  | model.encoder.SwanDNA_blocks.7.dropout                | Dropout          | 0
83  | model.encoder.SwanDNA_blocks.7.shift                  | CircularShift    | 0
84  | model.encoder.SwanDNA_blocks.8                        | SwanDNABlock     | 74.1 K
85  | model.encoder.SwanDNA_blocks.8.prenorm                | Identity         | 0
86  | model.encoder.SwanDNA_blocks.8.norm                   | Identity         | 0
87  | model.encoder.SwanDNA_blocks.8.column_transform       | Mlp              | 74.1 K
88  | model.encoder.SwanDNA_blocks.8.column_transform.fc1   | Linear           | 37.1 K
89  | model.encoder.SwanDNA_blocks.8.column_transform.act   | GELU             | 0
90  | model.encoder.SwanDNA_blocks.8.column_transform.fc2   | Linear           | 37.0 K
91  | model.encoder.SwanDNA_blocks.8.column_transform.drop  | Dropout          | 0
92  | model.encoder.SwanDNA_blocks.8.dropout                | Dropout          | 0
93  | model.encoder.SwanDNA_blocks.8.shift                  | CircularShift    | 0
94  | model.encoder.SwanDNA_blocks.9                        | SwanDNABlock     | 74.1 K
95  | model.encoder.SwanDNA_blocks.9.prenorm                | Identity         | 0
96  | model.encoder.SwanDNA_blocks.9.norm                   | Identity         | 0
97  | model.encoder.SwanDNA_blocks.9.column_transform       | Mlp              | 74.1 K
98  | model.encoder.SwanDNA_blocks.9.column_transform.fc1   | Linear           | 37.1 K
99  | model.encoder.SwanDNA_blocks.9.column_transform.act   | GELU             | 0
100 | model.encoder.SwanDNA_blocks.9.column_transform.fc2   | Linear           | 37.0 K
101 | model.encoder.SwanDNA_blocks.9.column_transform.drop  | Dropout          | 0
102 | model.encoder.SwanDNA_blocks.9.dropout                | Dropout          | 0
103 | model.encoder.SwanDNA_blocks.9.shift                  | CircularShift    | 0
104 | model.encoder.SwanDNA_blocks.10                       | SwanDNABlock     | 74.1 K
105 | model.encoder.SwanDNA_blocks.10.prenorm               | Identity         | 0
106 | model.encoder.SwanDNA_blocks.10.norm                  | Identity         | 0
107 | model.encoder.SwanDNA_blocks.10.column_transform      | Mlp              | 74.1 K
108 | model.encoder.SwanDNA_blocks.10.column_transform.fc1  | Linear           | 37.1 K
109 | model.encoder.SwanDNA_blocks.10.column_transform.act  | GELU             | 0
110 | model.encoder.SwanDNA_blocks.10.column_transform.fc2  | Linear           | 37.0 K
111 | model.encoder.SwanDNA_blocks.10.column_transform.drop | Dropout          | 0
112 | model.encoder.SwanDNA_blocks.10.dropout               | Dropout          | 0
113 | model.encoder.SwanDNA_blocks.10.shift                 | CircularShift    | 0
114 | model.encoder.SwanDNA_blocks.11                       | SwanDNABlock     | 74.1 K
115 | model.encoder.SwanDNA_blocks.11.prenorm               | Identity         | 0
116 | model.encoder.SwanDNA_blocks.11.norm                  | Identity         | 0
117 | model.encoder.SwanDNA_blocks.11.column_transform      | Mlp              | 74.1 K
118 | model.encoder.SwanDNA_blocks.11.column_transform.fc1  | Linear           | 37.1 K
119 | model.encoder.SwanDNA_blocks.11.column_transform.act  | GELU             | 0
120 | model.encoder.SwanDNA_blocks.11.column_transform.fc2  | Linear           | 37.0 K
121 | model.encoder.SwanDNA_blocks.11.column_transform.drop | Dropout          | 0
122 | model.encoder.SwanDNA_blocks.11.dropout               | Dropout          | 0
123 | model.encoder.SwanDNA_blocks.11.shift                 | CircularShift    | 0
124 | model.encoder.SwanDNA_blocks.12                       | SwanDNABlock     | 74.1 K
125 | model.encoder.SwanDNA_blocks.12.prenorm               | Identity         | 0
126 | model.encoder.SwanDNA_blocks.12.norm                  | Identity         | 0
127 | model.encoder.SwanDNA_blocks.12.column_transform      | Mlp              | 74.1 K
128 | model.encoder.SwanDNA_blocks.12.column_transform.fc1  | Linear           | 37.1 K
129 | model.encoder.SwanDNA_blocks.12.column_transform.act  | GELU             | 0
130 | model.encoder.SwanDNA_blocks.12.column_transform.fc2  | Linear           | 37.0 K
131 | model.encoder.SwanDNA_blocks.12.column_transform.drop | Dropout          | 0
132 | model.encoder.SwanDNA_blocks.12.dropout               | Dropout          | 0
133 | model.encoder.SwanDNA_blocks.12.shift                 | CircularShift    | 0
134 | model.cm_clf                                          | SwanDNAEncoder   | 1.9 M
135 | model.cm_clf.SwanDNA_blocks                           | ModuleList       | 1.9 M
136 | model.cm_clf.SwanDNA_blocks.0                         | SwanDNABlock     | 148 K
137 | model.cm_clf.SwanDNA_blocks.0.prenorm                 | Identity         | 0
138 | model.cm_clf.SwanDNA_blocks.0.norm                    | Identity         | 0
139 | model.cm_clf.SwanDNA_blocks.0.column_transform        | Mlp              | 148 K
140 | model.cm_clf.SwanDNA_blocks.0.column_transform.fc1    | Linear           | 74.2 K
141 | model.cm_clf.SwanDNA_blocks.0.column_transform.act    | GELU             | 0
142 | model.cm_clf.SwanDNA_blocks.0.column_transform.fc2    | Linear           | 73.9 K
143 | model.cm_clf.SwanDNA_blocks.0.column_transform.drop   | Dropout          | 0
144 | model.cm_clf.SwanDNA_blocks.0.dropout                 | Dropout          | 0
145 | model.cm_clf.SwanDNA_blocks.0.shift                   | CircularShift    | 0
146 | model.cm_clf.SwanDNA_blocks.1                         | SwanDNABlock     | 148 K
147 | model.cm_clf.SwanDNA_blocks.1.prenorm                 | Identity         | 0
148 | model.cm_clf.SwanDNA_blocks.1.norm                    | Identity         | 0
149 | model.cm_clf.SwanDNA_blocks.1.column_transform        | Mlp              | 148 K
150 | model.cm_clf.SwanDNA_blocks.1.column_transform.fc1    | Linear           | 74.2 K
151 | model.cm_clf.SwanDNA_blocks.1.column_transform.act    | GELU             | 0
152 | model.cm_clf.SwanDNA_blocks.1.column_transform.fc2    | Linear           | 73.9 K
153 | model.cm_clf.SwanDNA_blocks.1.column_transform.drop   | Dropout          | 0
154 | model.cm_clf.SwanDNA_blocks.1.dropout                 | Dropout          | 0
155 | model.cm_clf.SwanDNA_blocks.1.shift                   | CircularShift    | 0
156 | model.cm_clf.SwanDNA_blocks.2                         | SwanDNABlock     | 148 K
157 | model.cm_clf.SwanDNA_blocks.2.prenorm                 | Identity         | 0
158 | model.cm_clf.SwanDNA_blocks.2.norm                    | Identity         | 0
159 | model.cm_clf.SwanDNA_blocks.2.column_transform        | Mlp              | 148 K
160 | model.cm_clf.SwanDNA_blocks.2.column_transform.fc1    | Linear           | 74.2 K
161 | model.cm_clf.SwanDNA_blocks.2.column_transform.act    | GELU             | 0
162 | model.cm_clf.SwanDNA_blocks.2.column_transform.fc2    | Linear           | 73.9 K
163 | model.cm_clf.SwanDNA_blocks.2.column_transform.drop   | Dropout          | 0
164 | model.cm_clf.SwanDNA_blocks.2.dropout                 | Dropout          | 0
165 | model.cm_clf.SwanDNA_blocks.2.shift                   | CircularShift    | 0
166 | model.cm_clf.SwanDNA_blocks.3                         | SwanDNABlock     | 148 K
167 | model.cm_clf.SwanDNA_blocks.3.prenorm                 | Identity         | 0
168 | model.cm_clf.SwanDNA_blocks.3.norm                    | Identity         | 0
169 | model.cm_clf.SwanDNA_blocks.3.column_transform        | Mlp              | 148 K
170 | model.cm_clf.SwanDNA_blocks.3.column_transform.fc1    | Linear           | 74.2 K
171 | model.cm_clf.SwanDNA_blocks.3.column_transform.act    | GELU             | 0
172 | model.cm_clf.SwanDNA_blocks.3.column_transform.fc2    | Linear           | 73.9 K
173 | model.cm_clf.SwanDNA_blocks.3.column_transform.drop   | Dropout          | 0
174 | model.cm_clf.SwanDNA_blocks.3.dropout                 | Dropout          | 0
175 | model.cm_clf.SwanDNA_blocks.3.shift                   | CircularShift    | 0
176 | model.cm_clf.SwanDNA_blocks.4                         | SwanDNABlock     | 148 K
177 | model.cm_clf.SwanDNA_blocks.4.prenorm                 | Identity         | 0
178 | model.cm_clf.SwanDNA_blocks.4.norm                    | Identity         | 0
179 | model.cm_clf.SwanDNA_blocks.4.column_transform        | Mlp              | 148 K
180 | model.cm_clf.SwanDNA_blocks.4.column_transform.fc1    | Linear           | 74.2 K
181 | model.cm_clf.SwanDNA_blocks.4.column_transform.act    | GELU             | 0
182 | model.cm_clf.SwanDNA_blocks.4.column_transform.fc2    | Linear           | 73.9 K
183 | model.cm_clf.SwanDNA_blocks.4.column_transform.drop   | Dropout          | 0
184 | model.cm_clf.SwanDNA_blocks.4.dropout                 | Dropout          | 0
185 | model.cm_clf.SwanDNA_blocks.4.shift                   | CircularShift    | 0
186 | model.cm_clf.SwanDNA_blocks.5                         | SwanDNABlock     | 148 K
187 | model.cm_clf.SwanDNA_blocks.5.prenorm                 | Identity         | 0
188 | model.cm_clf.SwanDNA_blocks.5.norm                    | Identity         | 0
189 | model.cm_clf.SwanDNA_blocks.5.column_transform        | Mlp              | 148 K
190 | model.cm_clf.SwanDNA_blocks.5.column_transform.fc1    | Linear           | 74.2 K
191 | model.cm_clf.SwanDNA_blocks.5.column_transform.act    | GELU             | 0
192 | model.cm_clf.SwanDNA_blocks.5.column_transform.fc2    | Linear           | 73.9 K
193 | model.cm_clf.SwanDNA_blocks.5.column_transform.drop   | Dropout          | 0
194 | model.cm_clf.SwanDNA_blocks.5.dropout                 | Dropout          | 0
195 | model.cm_clf.SwanDNA_blocks.5.shift                   | CircularShift    | 0
196 | model.cm_clf.SwanDNA_blocks.6                         | SwanDNABlock     | 148 K
197 | model.cm_clf.SwanDNA_blocks.6.prenorm                 | Identity         | 0
198 | model.cm_clf.SwanDNA_blocks.6.norm                    | Identity         | 0
199 | model.cm_clf.SwanDNA_blocks.6.column_transform        | Mlp              | 148 K
200 | model.cm_clf.SwanDNA_blocks.6.column_transform.fc1    | Linear           | 74.2 K
201 | model.cm_clf.SwanDNA_blocks.6.column_transform.act    | GELU             | 0
202 | model.cm_clf.SwanDNA_blocks.6.column_transform.fc2    | Linear           | 73.9 K
203 | model.cm_clf.SwanDNA_blocks.6.column_transform.drop   | Dropout          | 0
204 | model.cm_clf.SwanDNA_blocks.6.dropout                 | Dropout          | 0
205 | model.cm_clf.SwanDNA_blocks.6.shift                   | CircularShift    | 0
206 | model.cm_clf.SwanDNA_blocks.7                         | SwanDNABlock     | 148 K
207 | model.cm_clf.SwanDNA_blocks.7.prenorm                 | Identity         | 0
208 | model.cm_clf.SwanDNA_blocks.7.norm                    | Identity         | 0
209 | model.cm_clf.SwanDNA_blocks.7.column_transform        | Mlp              | 148 K
210 | model.cm_clf.SwanDNA_blocks.7.column_transform.fc1    | Linear           | 74.2 K
211 | model.cm_clf.SwanDNA_blocks.7.column_transform.act    | GELU             | 0
212 | model.cm_clf.SwanDNA_blocks.7.column_transform.fc2    | Linear           | 73.9 K
213 | model.cm_clf.SwanDNA_blocks.7.column_transform.drop   | Dropout          | 0
214 | model.cm_clf.SwanDNA_blocks.7.dropout                 | Dropout          | 0
215 | model.cm_clf.SwanDNA_blocks.7.shift                   | CircularShift    | 0
216 | model.cm_clf.SwanDNA_blocks.8                         | SwanDNABlock     | 148 K
217 | model.cm_clf.SwanDNA_blocks.8.prenorm                 | Identity         | 0
218 | model.cm_clf.SwanDNA_blocks.8.norm                    | Identity         | 0
219 | model.cm_clf.SwanDNA_blocks.8.column_transform        | Mlp              | 148 K
220 | model.cm_clf.SwanDNA_blocks.8.column_transform.fc1    | Linear           | 74.2 K
221 | model.cm_clf.SwanDNA_blocks.8.column_transform.act    | GELU             | 0
222 | model.cm_clf.SwanDNA_blocks.8.column_transform.fc2    | Linear           | 73.9 K
223 | model.cm_clf.SwanDNA_blocks.8.column_transform.drop   | Dropout          | 0
224 | model.cm_clf.SwanDNA_blocks.8.dropout                 | Dropout          | 0
225 | model.cm_clf.SwanDNA_blocks.8.shift                   | CircularShift    | 0
226 | model.cm_clf.SwanDNA_blocks.9                         | SwanDNABlock     | 148 K
227 | model.cm_clf.SwanDNA_blocks.9.prenorm                 | Identity         | 0
228 | model.cm_clf.SwanDNA_blocks.9.norm                    | Identity         | 0
229 | model.cm_clf.SwanDNA_blocks.9.column_transform        | Mlp              | 148 K
230 | model.cm_clf.SwanDNA_blocks.9.column_transform.fc1    | Linear           | 74.2 K
231 | model.cm_clf.SwanDNA_blocks.9.column_transform.act    | GELU             | 0
232 | model.cm_clf.SwanDNA_blocks.9.column_transform.fc2    | Linear           | 73.9 K
233 | model.cm_clf.SwanDNA_blocks.9.column_transform.drop   | Dropout          | 0
234 | model.cm_clf.SwanDNA_blocks.9.dropout                 | Dropout          | 0
235 | model.cm_clf.SwanDNA_blocks.9.shift                   | CircularShift    | 0
236 | model.cm_clf.SwanDNA_blocks.10                        | SwanDNABlock     | 148 K
237 | model.cm_clf.SwanDNA_blocks.10.prenorm                | Identity         | 0
238 | model.cm_clf.SwanDNA_blocks.10.norm                   | Identity         | 0
239 | model.cm_clf.SwanDNA_blocks.10.column_transform       | Mlp              | 148 K
240 | model.cm_clf.SwanDNA_blocks.10.column_transform.fc1   | Linear           | 74.2 K
241 | model.cm_clf.SwanDNA_blocks.10.column_transform.act   | GELU             | 0
242 | model.cm_clf.SwanDNA_blocks.10.column_transform.fc2   | Linear           | 73.9 K
243 | model.cm_clf.SwanDNA_blocks.10.column_transform.drop  | Dropout          | 0
244 | model.cm_clf.SwanDNA_blocks.10.dropout                | Dropout          | 0
245 | model.cm_clf.SwanDNA_blocks.10.shift                  | CircularShift    | 0
246 | model.cm_clf.SwanDNA_blocks.11                        | SwanDNABlock     | 148 K
247 | model.cm_clf.SwanDNA_blocks.11.prenorm                | Identity         | 0
248 | model.cm_clf.SwanDNA_blocks.11.norm                   | Identity         | 0
249 | model.cm_clf.SwanDNA_blocks.11.column_transform       | Mlp              | 148 K
250 | model.cm_clf.SwanDNA_blocks.11.column_transform.fc1   | Linear           | 74.2 K
251 | model.cm_clf.SwanDNA_blocks.11.column_transform.act   | GELU             | 0
252 | model.cm_clf.SwanDNA_blocks.11.column_transform.fc2   | Linear           | 73.9 K
253 | model.cm_clf.SwanDNA_blocks.11.column_transform.drop  | Dropout          | 0
254 | model.cm_clf.SwanDNA_blocks.11.dropout                | Dropout          | 0
255 | model.cm_clf.SwanDNA_blocks.11.shift                  | CircularShift    | 0
256 | model.cm_clf.SwanDNA_blocks.12                        | SwanDNABlock     | 148 K
257 | model.cm_clf.SwanDNA_blocks.12.prenorm                | Identity         | 0
258 | model.cm_clf.SwanDNA_blocks.12.norm                   | Identity         | 0
259 | model.cm_clf.SwanDNA_blocks.12.column_transform       | Mlp              | 148 K
260 | model.cm_clf.SwanDNA_blocks.12.column_transform.fc1   | Linear           | 74.2 K
261 | model.cm_clf.SwanDNA_blocks.12.column_transform.act   | GELU             | 0
262 | model.cm_clf.SwanDNA_blocks.12.column_transform.fc2   | Linear           | 73.9 K
263 | model.cm_clf.SwanDNA_blocks.12.column_transform.drop  | Dropout          | 0
264 | model.cm_clf.SwanDNA_blocks.12.dropout                | Dropout          | 0
265 | model.cm_clf.SwanDNA_blocks.12.shift                  | CircularShift    | 0
266 | model.decoder                                         | Linear           | 290
267 | loss                                                  | CrossEntropyLoss | 0
268 | train_acc                                             | BinaryAccuracy   | 0
269 | val_acc                                               | BinaryAccuracy   | 0
---------------------------------------------------------------------------------------------
1.9 M     Trainable params
963 K     Non-trainable params
2.9 M     Total params
11.561    Total estimated model params size (MB)
/cluster/home/tonyu/.conda/envs/monica/lib/python3.9/site-packages/lightning_fabric/plugins/environments/slurm.py:166: PossibleUserWarning: The `srun` command is available on your system but is not used. HINT: If your intention is to run Lightning on SLURM, prepend your python command with `srun` like so: srun python3 genomic_classification.py ...
  rank_zero_warn(
Using 16bit None Automatic Mixed Precision (AMP)
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
HPU available: False, using: 0 HPUs
/cluster/home/tonyu/.conda/envs/monica/lib/python3.9/site-packages/lightning_fabric/plugins/environments/slurm.py:166: PossibleUserWarning: The `srun` command is available on your system but is not used. HINT: If your intention is to run Lightning on SLURM, prepend your python command with `srun` like so: srun python3 genomic_classification.py ...
  rank_zero_warn(
[rank: 0] Global seed set to 42
Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
You are using a CUDA device ('NVIDIA A100-PCIE-40GB') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
Num devices 1
MANUAL Total steps 2100.0
Epoch 0:   0%|          | 0/9 [00:00<?, ?it/s]
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
  | Name      | Type             | Params
-----------------------------------------------
0 | model     | GB_Classifier    | 2.9 M
1 | loss      | CrossEntropyLoss | 0
2 | train_acc | BinaryAccuracy   | 0
3 | val_acc   | BinaryAccuracy   | 0
-----------------------------------------------
1.9 M     Trainable params
963 K     Non-trainable params
2.9 M     Total params
5.781     Total estimated model params size (MB)
/cluster/home/tonyu/.conda/envs/monica/lib/python3.9/site-packages/pytorch_lightning/trainer/connectors/data_connector.py:224: PossibleUserWarning: The dataloader, train_dataloader, does not have many workers which may be a bottleneck. Consider increasing the value of the `num_workers` argument` (try 48 which is the number of cpus on this machine) in the `DataLoader` init to improve performance.
  rank_zero_warn(
/cluster/home/tonyu/.conda/envs/monica/lib/python3.9/site-packages/pytorch_lightning/trainer/trainer.py:1600: PossibleUserWarning: The number of training batches (7) is smaller than the logging interval Trainer(log_every_n_steps=50). Set a lower value for log_every_n_steps if you want to see logs for the training epoch.
  rank_zero_warn(
/cluster/home/tonyu/.conda/envs/monica/lib/python3.9/site-packages/pytorch_lightning/trainer/connectors/data_connector.py:224: PossibleUserWarning: The dataloader, val_dataloader 0, does not have many workers which may be a bottleneck. Consider increasing the value of the `num_workers` argument` (try 48 which is the number of cpus on this machine) in the `DataLoader` init to improve performance.




Epoch 3:  89%|████████▉ | 8/9 [00:02<00:00,  3.40it/s, loss=0.699, v_num=1b2n]








Epoch 10:  89%|████████▉ | 8/9 [00:02<00:00,  3.31it/s, loss=0.669, v_num=1b2n]




Epoch 14:  78%|███████▊  | 7/9 [00:02<00:00,  3.34it/s, loss=0.627, v_num=1b2n]








Epoch 21:  89%|████████▉ | 8/9 [00:02<00:00,  3.38it/s, loss=0.54, v_num=1b2n]




Epoch 25:  78%|███████▊  | 7/9 [00:02<00:00,  3.24it/s, loss=0.536, v_num=1b2n]



Epoch 28:  89%|████████▉ | 8/9 [00:02<00:00,  3.41it/s, loss=0.542, v_num=1b2n]




Epoch 32:  78%|███████▊  | 7/9 [00:02<00:00,  3.32it/s, loss=0.527, v_num=1b2n]







Epoch 38:  78%|███████▊  | 7/9 [00:02<00:00,  3.31it/s, loss=0.529, v_num=1b2n]








Epoch 45:  89%|████████▉ | 8/9 [00:02<00:00,  3.37it/s, loss=0.55, v_num=1b2n]




Epoch 49:  78%|███████▊  | 7/9 [00:02<00:00,  3.31it/s, loss=0.51, v_num=1b2n]



Epoch 52:  89%|████████▉ | 8/9 [00:02<00:00,  3.34it/s, loss=0.5, v_num=1b2n]




Epoch 56:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.503, v_num=1b2n]



Epoch 59:  89%|████████▉ | 8/9 [00:02<00:00,  3.29it/s, loss=0.525, v_num=1b2n]












Epoch 69:  78%|███████▊  | 7/9 [00:02<00:00,  3.22it/s, loss=0.53, v_num=1b2n]








Epoch 76:  78%|███████▊  | 7/9 [00:02<00:00,  3.26it/s, loss=0.5, v_num=1b2n]



Epoch 79: 100%|██████████| 9/9 [00:02<00:00,  3.59it/s, loss=0.498, v_num=1b2n]




Epoch 83:  78%|███████▊  | 7/9 [00:02<00:00,  3.29it/s, loss=0.622, v_num=1b2n]



Epoch 86: 100%|██████████| 9/9 [00:02<00:00,  3.52it/s, loss=0.539, v_num=1b2n]




Epoch 90:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.516, v_num=1b2n]
















Epoch 103:  78%|███████▊  | 7/9 [00:02<00:00,  3.19it/s, loss=0.508, v_num=1b2n]



Epoch 106:  89%|████████▉ | 8/9 [00:02<00:00,  3.38it/s, loss=0.514, v_num=1b2n]




Epoch 110:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.521, v_num=1b2n]



Epoch 113:  89%|████████▉ | 8/9 [00:02<00:00,  3.34it/s, loss=0.579, v_num=1b2n]








Epoch 120:  78%|███████▊  | 7/9 [00:02<00:00,  3.18it/s, loss=0.493, v_num=1b2n]








Epoch 127:  89%|████████▉ | 8/9 [00:02<00:00,  3.37it/s, loss=0.512, v_num=1b2n]







Epoch 133:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.498, v_num=1b2n]








Epoch 140:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.499, v_num=1b2n]












Epoch 150:  89%|████████▉ | 8/9 [00:02<00:00,  3.37it/s, loss=0.501, v_num=1b2n]








Epoch 157:  78%|███████▊  | 7/9 [00:02<00:00,  3.30it/s, loss=0.501, v_num=1b2n]








