    | Name                                                 | Type             | Params
Epoch 64:  80%|████████  | 120/150 [00:28<00:07,  4.24it/s, loss=0.492, v_num=3l99]















Epoch 65:  80%|████████  | 120/150 [00:28<00:07,  4.22it/s, loss=0.512, v_num=3l99]















Epoch 66:  84%|████████▍ | 126/150 [00:29<00:05,  4.32it/s, loss=0.492, v_num=3l99]















Epoch 67:  88%|████████▊ | 132/150 [00:29<00:04,  4.44it/s, loss=0.53, v_num=3l99]















Epoch 68:  89%|████████▉ | 134/150 [00:29<00:03,  4.48it/s, loss=0.486, v_num=3l99]














Epoch 69:  80%|████████  | 120/150 [00:28<00:07,  4.22it/s, loss=0.479, v_num=3l99]















Epoch 70:  80%|████████  | 120/150 [00:28<00:07,  4.23it/s, loss=0.471, v_num=3l99]















Epoch 71:  85%|████████▍ | 127/150 [00:29<00:05,  4.34it/s, loss=0.489, v_num=3l99]















Epoch 72:  88%|████████▊ | 132/150 [00:29<00:04,  4.43it/s, loss=0.469, v_num=3l99]















Epoch 73:  89%|████████▊ | 133/150 [00:29<00:03,  4.46it/s, loss=0.468, v_num=3l99]














Epoch 74:  80%|████████  | 120/150 [00:28<00:07,  4.23it/s, loss=0.453, v_num=3l99]















Epoch 75:  80%|████████  | 120/150 [00:28<00:07,  4.22it/s, loss=0.475, v_num=3l99]















Epoch 76:  84%|████████▍ | 126/150 [00:29<00:05,  4.32it/s, loss=0.447, v_num=3l99]















Epoch 77:  84%|████████▍ | 126/150 [00:29<00:05,  4.31it/s, loss=0.455, v_num=3l99]















